Nationality;Discipline;Last Name;First Name;Age
FRA;SHO;KRYZS;LUCAS BERNARD DENIS;24
FRA;SWA;BAYANDINA;ANASTASIA;29
FRA;SWA;PLANEIX;EVE;25
FRA;TEN;FILS;ARTHUR;21
FRA;VVO;FAURE;THEO;26
GBR;ATH;PRATT;AIMEE;28
GBR;CSL;WOODS;KIMBERLEY;30
GBR;GAR;WHITLOCK;MAX;32
GBR;JUD;REID;EMMA;30
HUN;FEN;SZATMARI;ANDRAS;32
HUN;FEN;BATTAI;SUGAR KATINKA;22
HUN;HBL;BOKA;BENDEGUZ;32
HUN;HBL;IMRE;BENCE;23
HUN;SWM;SZABO;SZEBASZTIAN;29
HUN;SWM;MOLNAR;DORA;19
HUN;TEN;FUCSOVICS;MARTON;33
HUN;TRI;KUTTOR-BRAGMAYER;ZSANETT;31
HUN;WPO;MANHERCZ;KRISZTIAN;28
HUN;WPO;NAGY;ADAM;27
INA;SWM;KURNIAWAN;JOE;24
IND;ATH;SINGH;AKSHDEEP;26
ISR;CRD;EINHORN;ITAMAR;28
ISR;FBL;GLOUKH;OSCAR;21
ISR;SWM;GORBENKO;ANASTASIA;22
JAM;ATH;NUGENT;ACKERA;23
JPN;ARC;NAKANISHI;JUNYA;26
JPN;ATH;HIGASHIDA;AKIHIRO;30
JPN;ATH;YANAI;AYANE;22
JPN;CLB;NARASAKI;TOMOA;29
JPN;CRD;ARASHIRO;YUKIYA;41
JPN;SKB;KUSAKI;HINANO;17
JPN;SWM;KOBORI;WAKA;25
JPN;SWM;OHASHI;YUI;30
JPN;TTE;HAYATA;HINA;25
JPN;WPO;OGIHARA;DAICHI;22
KEN;ATH;OMANYALA;FERDINAND;30
KEN;VVO;KASAYA;LEONIDA;32
KGZ;WRE;ZHUMANAZAROVA;MEERIM;26
KOR;ATH;KIM;JANGWOO;26
LBR;ATH;REEVES;JABEZ;23
LIE;MTB;PUENTENER;ROMANO;21
MAR;FBL;EL KAJOUI;MUNIR;36
MAS;BDM;THINAAH;MURALITHARAN;28
MON;ATH;GASTAUD;MARIE-CHARLOTTE;26
MRI;SWM;PURAHOO;OVESH;24
NED;ATH;HASSAN;SIFAN;33
NED;ATH;VAN DEN BERG;ISABEL;20
NED;DIV;PRAASTERINK;ELSE;22
NED;EQU;KOOREMANS;RAF;48
NED;MTB;PIETERSE;PUCK;23
NED;SAL;BOS;DUKO;30
NED;SWM;STEENBERGEN;MARRIT;25
NGR;ATH;OGUNMAKINJU;OMOLARA;32
NOR;HBL;BREISTOL;KRISTINE;32
NOR;ROW;BENSKE;LARS MARTIN;26
NOR;WLF;KOANDA;SOLFRID EILA AMENA;27
NZL;HOC;HAYWARD;LEON;35
NZL;WRE;FORD;TAYLA TUAHINE;32
PHI;BOX;PAALAM;CARLO;27
PHI;JUD;WATANABE;KIYOMI;29
POL;ATH;POPOWICZ-DRAPALA;MARIKA;37
POL;ATH;ZODZIK;MARIA;28
POL;FEN;JELINSKA;MARTYNA;33
POL;MPN;MALISZEWSKA;ANNA;32
POL;SHO;KOWALEWICZ;MACIEJ;26
POL;TEN;ROSOLSKA;ALICJA;40
POL;VVO;KUREK;BARTOSZ;37
POR;EQU;CAETANO;MARIA;39
SGP;SAL;MAEDER;MAXIMILIAN;19
SRB;VVO;BUSA;BIANKA;31
SUI;ATH;NIEDERBERGER;JULIA;25
SUR;SWM;HOOST;IRVIN;26
VAN;TTE;TOMMY;PRISCILLA;36
VIE;ARC;LE;QUOC PHONG;25
VIE;SHO;LE;THI MONG TUYEN;22
YEM;SWM;NASSER;YUSUF MARWAN ABDULLAH;17
ALG;SAL;BOUDROUMA;RAMI;25
ARG;ROW;COLOMINO;ALEJANDRO;38
NED;SWM;FARRO;CHLOE;22
AUS;ATH;BEER;ELLIE;23
AUS;ATH;KENNEDY;NINA;28
AUS;BKB;DANIELS;DYSON;22
AUS;CTR;GLAETZER;MATTHEW;33
AUS;EQU;PEARCE;SIMONE;34
AUS;ROW;MCINTYRE;ANNABELLE;29
AUS;ROW;MEREDITH;ROWENA;30
AUS;RU7;TERITA;BIENNE;22
AUS;SAL;WHITEHEAD;BREIANA;25
AUS;SWM;GIULIANI;MAXIMILLIAN;22
AUS;SWM;SOUTHAM;FLYNN;20
AUS;SWM;RAMSAY;ELLA;21
AUS;SWM;RAMSAY;ELLA;21
AUS;SWM;WUNSCH;OLIVIA;19
AUS;WPO;MAKSIMOVIC;MILOS;31
AUS;WPO;ANDREWS;ABBY;25
AUS;WPO;ARANCINI;ZOE;34
AUT;BDM;FILIMON;COLLINS VALENTINE;27
AUT;SAL;BILDSTEIN;BENJAMIN;33
AUT;TKW;JAHL;MARLENE;30
AZE;JUD;ALIYEVA;LEYLA;28
BDI;ATH;NTAKARUTIMANA;EGIDE;28
BEL;BKB;LISOWA MBAKA;MAXUELLA;24
BEL;EQU;GUERY;JEROME;45
BEL;EQU;PAULUIS;LARISSA;45
BEL;HOC;VANDEN BORRE;STEPHANIE;28
BEL;TRI;GEENS;JELLE;32
BRA;ATH;CARDOSO;ERIK;25
BRA;ATH;CORREA;RENAN;21
BRA;BKB;DIAS;LUCAS;30
BRA;BOX;MACHADO;KENO MARLEY;25
BRA;HBL;MATIELI;PATRICIA;37
BRU;SWM;CHAN;ZEKE;18
CAN;VVO;LOEPPKY;ERIC;27
CHI;ATH;GALLARDO;IVANA XENNIA;32
CHI;TKW;CHURCHILL MARTINEZ;JOAQUIN;23
CHN;ARC;LI;JIAMAN;28
CHN;ARC;YANG;XIAOLEI;25
CHN;ATH;ZHONG;TAO;23
CHN;BKB;LI;YUERU;26
CHN;FEN;MO;ZIWEI;29
CHN;GLF;YUAN;CARL;28
CHN;RU7;CHEN;KEYI;30
CHN;SWM;ZHANG;ZHANSHUO;18
CHN;SWM;PENG;XUWEI;22
CHN;WRE;HABILA;AWUSAYIMAN;27
CIV;ATH;TA LOU-SMITH;MARIE-JOSEE;37
COL;BOX;GONZALEZ LANDAZURY;YILMAR LEANDRO;32
COL;DIV;SOLARTE;ALEJANDRO;24
COL;FBL;SALAZAR;LIANA;33
CRC;ATH;DRUMMOND;GERALD;31
CRO;CSL;MARINIC;MATIJA;35
CUB;JUD;DEL TORO CARVAJAL;MAYLIN;31
CZE;BDM;KRAL;ONDREJ;26
CZE;MPN;NOVOTNA;VERONIKA;25
DEN;SAL;LUNDGAARD SCHUBERT;JOHAN;23
DOM;EQU;LOSOS DE MUNIZ;YVONNE;58
DOM;FBL;URBAEZ;JOAO;23
DOM;WRE;PEREZ SOSA;LUIS MIGUEL;37
EGY;HBL;ELDERAA;SEIF;27
EGY;HBL;HENDAWY;KARIM;37
EGY;SWA;ELFEKY;AMINA;20
EGY;SWM;ELKAMASH;MARWAN;32
EGY;VVO;ABDELRAHMAN;AHMED AZAB;25
EGY;VVO;ELHADDAD;MOHAMED OSMAN;25
EGY;VVO;MASOUD;MOHAMED;31
EGY;WRE;MOHAMED;GAMAL;26
EGY;WRE;MOHAMED;MOAMEN;25
ETH;ATH;ABAROGE;FARIDA;32
AFG;BKG;TALASH;;23
IRI;CSL;REZANEJAD;AMIR;25
SYR;TKW;AL GHOTANY;YAHYA;22
ESP;ATH;LLOPIS;ENRIQUE;25
ESP;BDM;ABIAN;PABLO;40
ESP;BOX;REYES PLA;ENMANUEL;33
ESP;CSP;AREVALO;CARLOS;32
ESP;CSP;CUBELOS;FRANCISCO;33
ESP;CSP;CORBERA;MARIA;34
ESP;CSP;OUZANDE;SARA;29
ESP;EQU;CASTILLA RUIZ;CLAUDIO;42
ESP;FBL;BAENA;ALEX;24
ESP;FBL;GARCIA;JOAN;24
ESP;GLF;MUNOZ;AZAHARA;38
ESP;GRY;BAUTISTA;ALBA;23
ESP;HBL;GOMEZ;ALEIX;28
ESP;HBL;ODRIOZOLA;KAULDI;28
ESP;HBL;GONZALEZ;MIREYA;34
ESP;HOC;BONASTRE;JORDI;25
ESP;MTB;VALERO SERRANO;DAVID;37
ESP;TEN;MARTINEZ;PEDRO;28
ESP;WPO;CABANAS PEGADO;SERGI;29
FIJ;RU7;TAMANI;TERIO;31
FIN;ATH;JUNNILA;ELLA;27
FIN;BDM;KOLJONEN;KALLE;31
FIN;WRE;SARKKINEN;JONNI KUNNARI;23
FRA;ATH;KANDISSOUNON;LENA;27
FRA;ATH;WOLDU;MEKDES;33
FRA;BDM;LAMBERT;MARGOT;26
FRA;BKB;FOURNIER;EVAN;33
FRA;CSP;BEAUMONT;MAXIME;43
FRA;FBL;NKAMBADIO;OBED;22
FRA;FEN;RANVIER;PAULINE;31
FRA;FEN;RANVIER;PAULINE;31
GER;TEN;ZVEREV;ALEXANDER;28
GER;TTE;KAUFMANN;ANNETT;19
GER;VVO;SCHOTT;RUBEN;31
HKG;BDM;TANG;CHUN MAN;30
HUN;JUD;UNGVARI;ATTILA;37
IND;ARC;BHAKAT;ANKITA;27
IND;ATH;CHOPRA;NEERAJ;28
IND;BDM;PUSARLA;V. SINDHU;30
IRI;SHO;ROSTAMIYAN;HANIYEH;27
IRL;ATH;DOYLE;CATHAL;28
IRL;BDM;DARRAGH;RACHAEL;28
ISR;SWA;BOBRITSKY;SHELLY;24
ITA;ATH;BATTOCLETTI;NADIA;25
ITA;CRD;CECCHINI;ELENA;33
ITA;CTR;BALSAMO;ELISA;27
ITA;JUD;RUSSO;SAVITA;20
ITA;ROW;DE FILIPPIS;LINDA;26
ITA;SHO;BARTOLOMEI;MARTINA;35
JPN;BKB;HAYASHI;SAKI;30
JPN;BOX;HARADA;SHUDAI;24
JPN;CTR;OTA;KAIYA;26
JPN;FBL;UCHINO;TAKASHI;24
JPN;HBL;SUGIOKA;NAOKI;31
JPN;HBL;YASUHIRA;KOSUKE;25
JPN;HOC;ASAI;YU;29
KAZ;BOX;ORALBAY;AIBEK;25
KAZ;CSP;TOKARNYTSKYI;SERGII;32
KAZ;FEN;KURBANOV;RUSLAN;34
KAZ;SHO;MALINOVSKIY;KONSTANTIN;26
KEN;ATH;LOKEDI;SHARON;31
KOR;BDM;KIM;SO YEONG;33
KOR;FEN;OH;SANGUK;29
LTU;ATH;MORAUSKAITE;MODESTA JUSTE;30
LTU;SWM;TETEREVKOVA;KOTRYNA;23
LTU;VBV;PAULIKIENE;MONIKA;31
MAR;SKB;ASAQAS;AYA;23
MDV;SWM;SHAIG;AISHATH ULYA;23
MEX;ARC;VAZQUEZ;ANA;25
MEX;DIV;VAZQUEZ MONTANO;ARANZA;23
NED;ATH;KOSTER;MAUREEN;33
NED;BKG;INDIA;;19
NED;EQU;DE JONG;SANNE;31
NED;JUD;KORREL;MICHAEL;31
NED;SAL;VAN DER MEER;LAILA;25
NGR;ATH;AJAYI;KAYINSOLA;21
NGR;ATH;OKEZIE;CHIDI;32
NGR;TTE;EDEM;OFFIONG;39
NOR;ROW;BRUN;KRISTOFFER;37
NOR;SHO;BERG;SYNNOEVE;18
NZL;CLB;DAVID;JULIAN;20
NZL;CSL;JONES;LUUKA;37
NZL;CSP;BROWN;MAX;30
NZL;CSP;CLANCY;GRANT;24
NZL;CSP;BRETT;OLIVIA;24
NZL;CSP;CARRINGTON;LISA;36
NZL;CSP;VAUGHAN;TARA;22
NZL;CTR;BOTHA;BRYONY;28
NZL;FBL;CONCHIE;FIN;22
NZL;HOC;TARRANT;BLAIR;35
PAK;SWM;DURRANI;MUHAMMAD AHMED;20
PAR;FBL;CANTERO;ALEXIS;22
PHI;GLF;PAGDANGANAN;BIANCA ISABEL;28
PHI;ROW;DELGACO;JOANIE;27
PHI;SWM;HATCH;JAROD;27
PHI;SWM;SANCHEZ;KAYLA;24
PHI;WLF;CENIZA;JOHN FEBUAR;27
PLE;JUD;BADAWI;FARES;29
PNG;BOX;UME;JOHN;29
POL;ATH;WYDERKA;MACIEJ;23
POL;ATH;LISOWSKA;ALEKSANDRA;35
POL;ATH;STEFANOWICZ;MAGDALENA;25
POL;ATH;SWIETY-ERSETIC;JUSTYNA;33
POL;ROW;BISKUP;MATEUSZ;31
POL;ROW;RADOSZ;MARTYNA;34
POL;SHO;BARTNIK;TOMASZ;35
POL;SHO;KOCHANSKA;NATALIA;29
POL;SHO;PIETRUK;ALEKSANDRA ANNA;25
POL;SWM;MAJERSKI;JAKUB;25
POL;WRE;BARAN;ROBERT;33
POR;ATH;PEREIRA;TIAGO;32
POR;ATH;DE SOUSA;AGATE;25
POR;ATH;SANTOS;SUSANA;33
POR;CRD;OLIVEIRA;NELSON;36
POR;TRI;VILACA;VASCO;26
USA;ARC;RIVERA;ALONDRA;24
USA;ATH;CASTRO RIVERA;LUIS;34
USA;ATH;DE ORBETA;RACHELLE;25
USA;BKB;ALVARADO;JOSE;27
USA;BKB;GUIRANTES;ARELLA;28
QAT;VBV;YOUNOUSSE;CHERIF;30
ROU;ATH;ROTARU-KOTTMANN;ALINA;32
ROU;ROW;BALAUCA;IULIA;23
RSA;ATH;SWART;ADRIAN;23
RSA;CLB;BRUYNS;JOSHUA;22
RSA;GLF;RETO;PAULA;35
RSA;HOC;ISAACS;PARIS-GAIL;19
SLO;TTE;HRIBAR;PETER;26
SLO;VVO;STALEKAR;SASO;29
SRB;BK3;STOJACIC;STRAHINJA;33
SRB;JUD;ZABIC;MILICA;31
SRI;ATH;SINGHAPURAGE;ARUNA DHARSHANA;26
SSD;BKB;DENG;MAJOK;32
STP;CSP;TEIXEIRA SANTANA;HERMINIA;22
SUI;BMX;CLAESSENS;ZOE;24
SUI;CSL;MARX;ALENA;25
SUI;GLF;VALENZUELA;ALBANE;28
SUI;ROW;DUPRE;CELIA;24
SUI;SWM;DJAKOVIC;ANTONIO;23
SUI;TRI;SCHAR;CATHIA;24
SVK;CSL;GRIGAR;JAKUB;28
SVK;SHO;TUZINSKY;JURAJ;41
SWE;ATH;KAMGA;VANESSA;27
SWE;BOX;IBRAHIM;NEBIL;25
SWE;SHO;SVENSSON;MARCUS;35
TJK;JUD;RAKHIMOV;TEMUR;28
TPE;BDM;LEE;YANG;30
TTO;ATH;QUOW;RENNY;38
TTO;ATH;FREDERICK;SOLE;20
TTO;ATH;WARREN;PORTIOUS;29
TUN;BOX;HLIMI;KHOULOUD;35
TUN;JUD;BEDIOUI;OUMAIMA;27
TUR;ARC;GOKKIR;ELIF BERRA;18
UGA;ATH;CHEPTEGEI;JOSHUA;29
UKR;ATH;BUTRYM;VITALII;34
UKR;GAR;LASHCHEVSKA;ANNA;18
UKR;JUD;BILODID;DARIA;25
USA;ARC;GNORIEGA;CATALINA;22
USA;ATH;KING;KYREE;31
USA;ATH;WILLIAMS;HARRISON;29
USA;ATH;CUNNINGHAM;VASHTI;27
USA;ATH;LONG;MCKENZIE;25
USA;BKB;WILSON;A'JA;29
USA;CTR;FAULKNER;KRISTEN;33
USA;DIV;BACON;SARAH;29
USA;EQU;PETERS;STEFFEN;61
USA;GLF;MORIKAWA;COLLIN;28
USA;OWS;GRIMES;KATIE;19
USA;SAL;SHEA;MAGGIE;36
USA;SKB;JOSLIN;CHRIS;29
USA;SKB;PINSON;POE;20
USA;SWM;LEDECKY;KATIE;28
USA;SWM;WALSH;GRETCHEN;22
USA;TEN;KRAWCZYK;DESIRAE;31
USA;VVO;SKINNER;AVERY;26
USA;WPO;WEINBERG;ADRIAN;24
UZB;JUD;NURILLAEV;SARDOR;31
UZB;WRE;BAKHRAMOV;ISLOMJON;30
CRO;JUD;MATIC;BARBARA;31
CUB;JUD;GRANDA;ANDY;33
CYP;SAL;LAPPA;NATASA;24
CYP;SHO;NIKOLAOU;KONSTANTIA;41
CZE;GLF;KOUSKOVA;SARA;26
CZE;OWS;STRAKA;MARTIN;25
CZE;TEN;MUCHOVA;KAROLINA;29
DEN;HBL;LAUGE;RASMUS;34
DEN;HBL;LINDBERG;HANS;44
DEN;HBL;REINHARDT;ALTHEA;29
DOM;ATH;OGANDO;ALEXANDER;25
DOM;DIV;GOMEZ;FRANDIEL;30
DOM;FBL;DE LEON;JOSE;21
DOM;FBL;URENA;OSCAR;22
USA;FBL;VALDEZ;XAVIER;22
ECU;ATH;TENORIO;ANGELA GABRIELA;29
EGY;ATH;KHALIFA;MOHAMED;29
EGY;GAR;MAHMOUD;JANA;21
EGY;HBL;SANAD;MOHAMMAD;34
EGY;MPN;ELGENDY;AHMED;25
EGY;SHO;ABOUSHOKKA;AMIRA;46
EGY;SHO;KHALIL;REMAS;19
EGY;VVO;ALY;SEIFELDIN HASSAN;26
EGY;VVO;HAIKAL;REDA;35
EGY;WLF;AHMED;SARA;28
EGY;WRE;ELDERS;MOSTAFA;27
ERI;ATH;GABRIYESOS;TACHLOWINI;28
IRI;TKW;MEHDIPOURNEJAD;KASRA;33
CUB;WLF;MORA ROMERO;RAMIRO;28
ESP;BKB;GARUBA;USMAN;23
ESP;BKB;ORTIZ;MARIONA;33
ESP;CRD;LAZKANO LOPEZ;OIER;26
ESP;DIV;ANTOLINO;VALERIA;23
ESP;FEN;LLAVADOR;CARLOS;33
ESP;HBL;MAQUEDA;JORGE;37
ESP;SAL;BOTIN LE CHEVER;DIEGO;32
ESP;SWM;JULIA TOUS;FERRAN;25
ESP;SWM;CARRASCO CADENS;EMMA;20
ESP;WPO;ESPAR LLAQUET;ANNI;32
EST;EQU;RELANDER;MY;27
ETH;ATH;MEHARY;BINIAM;19
FIJ;RU7;DITAVUTU;VERENAISI;26
FIN;ATH;BLOMQVIST;NATHALIE;24
FIN;EQU;ROBINSON;JOANNA;36
FRA;ARC;LOPEZ;CAROLINE;21
FRA;ATH;MAYER;KEVIN;33
FRA;BKB;FAUTHOUX;MARINE;24
FRA;CLB;VIGLIONE;CAPUCINE;23
FRA;CRD;CORDON RAGOT;AUDREY;36
KOR;BDM;BAEK;HANA;25
KOR;JUD;JUNG;YERIN;29
KOR;SHO;CHOE;DAEHAN;21
KOR;SHO;SONG;JONG-HO;35
KOS;SWM;BEIQI;HANA;17
LAT;VBV;GRAUDINA;TINA;27
LBA;ROW;BUKRAH;MOHAMED;22
LTU;CSP;MALDONIS;SIMONAS;32
LTU;CSP;NAVAKAUSKAS;IGNAS;36
LTU;ROW;RIMKUTE;DOVILE;24
MAD;SWM;RABEJAONA;ANTSA;23
MAR;ATH;EL GUESSE;ABDELATI;32
MAR;ATH;TINDOUFT;MOHAMED;32
MAR;FBL;NAKACH;AKRAM;23
MAR;FBL;RAHIMI;SOUFIANE;29
MDA;SWM;ALOVATKI;PAVEL;22
MDA;TTE;URSU;VLADISLAV;24
MEX;ARC;ROJAS;CARLOS;25
MEX;ATH;DEL REAL;DIEGO;31
MEX;CRD;PRIETO CASTANEDA;MARCELA ELIZABETH;33
MEX;CTR;SALAZAR VALLES;JESSICA;30
MEX;DIV;WILLARS VALDEZ;RANDAL;23
MEX;FEN;ZEA;GIBRAN;28
MEX;TKW;SANSORES;CARLOS;28
MGL;CRD;SAINBAYAR;JAMBALJAMTS;29
MHL;ATH;REED;WILLIAM;20
CAN;FBL;CISSET;MOHAMED;21
NED;SWM;HOLKENBORG;SILKE;24
NED;VBV;STAM;KATJA;27
NED;VVO;TIMMERMAN;ELINE;27
NGR;ATH;ADESHINA;TEMITOPE SIMBIAT;27
NOR;HBL;REISTAD;HENNY;26
NOR;ROW;HELVIG;JAN OSCAR STABE;30
NRU;ATH;KAKIOUEA;WINZAR;24
NZL;CTR;HORNBLOW;KEEGAN;24
NZL;FBL;BOWEN;KATIE;31
NZL;ROW;WILSON;PHILLIP;29
NZL;ROW;WADDY;DAVINA;29
NZL;RU7;POURI-LANE;RISI;25
NZL;SAL;ALEH;JO;39
NZL;SWM;TRANSOM;LATICIA-LEIGH;24
PAR;FBL;CABALLERO;GUSTAVO;24
PAR;FBL;GOMEZ;DIEGO;22
PAR;GLF;ZANOTTI;FABRIZIO;42
POL;CSL;ZWOLINSKA;KLAUDIA;27
POL;EQU;SZULC;ALEKSANDRA;38
POL;FEN;JURKIEWICZ;JAN;25
POL;JUD;STODOLSKI;ADAM;25
POL;SWM;JASKIEWICZ;ADRIAN;23
POR;CSP;PIMENTA;FERNANDO;36
PRK;DIV;IM;YONG MYONG;24
USA;BKB;REED;DAVON;30
RSA;CSP;KOCH;TIFFANY AMBER;38
RSA;HOC;JONES;GOWAN;36
SAM;BOX;PLODZICKI- FAOAGALI;ATO;26
SEN;ATH;DIOUF;CHEIKH TIDIANE;30
SEN;CSL;BOURHIS;YVES;27
SEN;JUD;NDIAYE;MBAGNICK;32
SGP;BDM;TAN;WEI HAN JESSICA;32
SKN;ATH;ALLERS-LIBURD;ZAHRIA;23
SLO;HBL;LESJAK;URBAN;35
SLO;SAL;ERZEN;LINA;20
SRB;JUD;ZABIC;MILICA;31
SRB;WPO;DEDOVIC;NIKOLA;33
SSD;BKB;KUANY;KUANY;31
SSD;BKB;KUOL;BUL;28
SUI;ATH;POINTET;LEONIE;24
SUI;SAL;COLOMBO;ELIA;30
SUI;TEN;WAWRINKA;STAN;40
SUI;TRI;DERRON;JULIE;29
SUR;ATH;LISSE;JALEN;25
SVK;CRD;KUBIS;LUKAS;25
SVK;SHO;REHAK STEFECEKOVA;ZUZANA;41
SWE;ATH;LOFMAN;THEA;22
SWE;CSP;STENSILS;LINNEA;31
SWE;CSP;WIKBERG;MOA;31
SWE;EQU;FREDRICSON;PEDER;53
SWE;EQU;NILSHAGEN;THERESE;42
SWE;HBL;WANNE;HAMPUS;32
SWE;SWM;COLEMAN;MICHELLE;32
THA;BDM;PUAVARANUKROH;DECHAPOL;28
THA;SHO;SAENCHA;KAMONLAK;18
TJK;JUD;KHOJAZODA;BEHRUZI;30
TPE;SHO;LIN;YI CHUN;44
TPE;SWM;WANG;KUAN-HUNG;23
TPE;TEN;HSIEH;SU-WEI;40
TPE;TTE;CHUANG;CHIH-YUAN;44
TPE;TTE;CHEN;SZU-YU;32
TUN;ATH;BOUZAYANI;MARWA;28
TUN;SHO;CHARNI;OLFA;45
TUR;ARC;YILDIRMIS;ABDULLAH;22
TUR;ATH;BALTACI;OZKAN;31
TUR;JUD;DEMIREL;MUHAMMED;23
TUR;JUD;TATAROGLU;IBRAHIM;20
TUR;JUD;OGEL;FIDAN;23
TUR;SHO;KAYA;RUMEYSA PELIN;25
TUR;SWM;GUVENC;GIZEM;23
TUR;TTE;ALTINKAYA;SIBEL;32
TUR;VVO;DIKEN;MELIHA;32
UAE;EQU;AL MARRI;ABDULLAH MOHD;41
UGA;ATH;DRADRIGA;TOM;29
UKR;ATH;POHORILKO;OLEKSANDR;25
UKR;ATH;SAKHARUK;MARIIA;30
UKR;CSL;US;VIKTORIIA;32
ARM;ATH;MKRTCHYAN;YERVAND;29
NED;SWM;SCHREUDERS;MIKEL;27
AUS;ATH;DENG;JOSEPH;27
AUS;BDM;YU;ANGELA;22
AUS;BKB;KAY;NICK;33
AUS;BOX;MCDONALD;TYLA;22
AUS;CSL;ANDERSON;TIMOTHY;31
BRA;SRF;SILVA;LUANA;21
BRA;VBV;SILVA RAMOS;ANA PATRICIA;28
CAN;ATH;FAFARD;THOMAS;27
CAN;ATH;KATZBERG;ETHAN;23
CAN;ATH;CURRENT;KATE;27
CAN;BKB;BARRETT;RJ;25
CRC;SWM;VEGA;ALBERTO;20
CRO;ATH;MIHALJEVIC;FILIP;31
CYP;GAR;GEORGIOU;MARIOS;28
CZE;ATH;HROCHOVA;TEREZA;29
CZE;ATH;VONDROVA;LADA;26
CZE;BMF;MICULYCOVA;IVETA;20
CZE;CSP;HAVEL;DANIEL;34
CZE;CSP;PALOUDOVA;ANEZKA;26
CZE;CTR;VONES;JAN;25
CZE;MPN;GRYCZ;MAREK;28
CZE;SAL;TKADLECOVA;SARA;26
CZE;SHO;NYMBURSKY;PETR;30
CZE;SHO;BLAZICKOVA;VERONIKA;22
DEN;BDM;RASMUSSEN;ANDERS SKAARUP;36
DEN;BDM;THYGESEN;SARA;34
DEN;CTR;MOERKOEV;MICHAEL;40
DEN;ROW;FOLDAGER;FRIDA WERNER;20
DEN;ROW;POULSEN;JULIE;29
DEN;SAL;BORNEMANN SOE;JOHAN;22
DEN;SHO;IBSEN;RIKKE MAENG;35
DOM;ATH;NUNEZ;YERAL;22
DOM;BOX;MORONTA HERNANDEZ;MARIA ALTAGRACIA;29
DOM;FBL;BOESL;ENRIQUE;21
DOM;WLF;PIRON CANDELARIO;BEATRIZ;30
ECU;ATH;CAICEDO;JUAN;33
ECU;ATH;TORRES;PAULA MILENA;25
ECU;MPN;NARANJO;SOL;18
ECU;SWM;PERIBONIO AVILA;TOMAS;29
EGY;DIV;FAROUK;MOHAMED;23
EGY;FEN;YASSEEN;MOHAMED;22
EGY;HBL;ALY;MOHAMED;33
EGY;WRE;GABR;MOHAMED;29
AFG;JUD;SHAHEEN;NIGARA;32
IRI;WRE;MAHDAVI;IMAN;30
ESP;ATH;GONZALEZ;RAQUEL;36
ESP;ATH;PEREZ;MARIA;29
ESP;ATH;PEREZ;MARTA;32
ESP;ATH;SANCHEZ-ESCRIBANO;IRENE;33
ESP;BKB;GINZO;PAULA;27
ESP;BOX;LOZANO SERRANO;RAFAEL;21
ESP;CSL;OCHOA;MANUEL;27
ESP;CSP;GARCIA OTERO;CAROLINA;26
ESP;EQU;CARRASCOSA;BORJA;43
ESP;FBL;GARCIA;ERIC;24
ESP;FBL;HERNANDEZ;OIHANE;25
ESP;GAR;DIALLO;THIERNO;25
ESP;HBL;ARDERIUS;SILVIA EUGENIA;35
ESP;HOC;RODRIGUEZ;IGNACIO;29
ESP;HOC;ALVAREZ;PATRICIA;27
ESP;HOC;PEREZ;BLANCA;22
ESP;HOC;TORRES-QUEVEDO;ALEJANDRA;26
ESP;SAL;TRITTEL PAUL;FLORIAN;31
ESP;SKB;BENEDETTI;JULIA;21
ESP;SWM;DAZA GARCIA;MARIA;18
ESP;SWM;ZAMORANO SANZ;AFRICA;27
EST;JUD;KALJULAID;KLEN KRISTOFER;30
EST;SHO;JUERISSON;PEETER;23
ETH;ATH;BAREGA;SELEMON;25
ETH;ATH;MULETA;LOMI;24
FIJ;RU7;NAIMASI;ANA MARIA;31
FIJ;RU7;ROKOTUISIGA;MARIA;24
FIN;ATH;ETELATALO;LASSI;37
FIN;ATH;PARTANEN;VELI-MATTI;34
FRA;ATH;COLLET;THIBAUT;26
FRA;HOC;SCHUBERT;TESSA-MARGOT;29
FRA;JUD;AGBEGNENOU;CLARISSE;33
FRA;MPN;PRADES;VALENTIN;33
FRA;ROW;BRUNET;BENOIT;34
FRA;ROW;LUDWIG;FERDINAND;25
FRA;SKB;SCHOONHEERE;LUCIE;15
FRA;SWA;TREMBLE;LAURA;26
FRA;VVO;GREBENNIKOV;JENIA;35
FRA;VVO;LE GOFF;NICOLAS;33
GAM;SWM;JOBE;OUSMAN;20
GBR;CLB;THOMPSON-SMITH;MOLLY;28
GBR;GAR;EVANS;RUBY;18
GBR;HOC;AMES;DAVID;36
GBR;HOC;SANFORD;LIAM;29
GBR;ROW;GRANT;IMOGEN;29
GBR;RU7;THOMSON;LISA;28
GBR;SAL;BAINBRIDGE;CONNOR;32
GBR;SWM;DEAN;TOM;25
GBR;SWM;HOPKIN;ANNA;29
GBR;SWM;OKARO;EVA;19
GBS;TKW;GOMIS;PAIVOU JOHNOUARIO;39
GEO;BOX;GURULI;LASHA;29
GEO;JUD;MARGVELASHVILI;VAZHA;32
GEO;JUD;SHAVDATUASHVILI;LASHA;33
GEQ;ATH;SANTANDER VILLARUBIA;REMIGIO;23
GER;ATH;DEHNING;MAX;21
GER;ATH;PRUEFER;CLEMENS;28
ISR;MTB;ZALTSMAN;TOMER;26
ITA;ATH;JACOBS;LAMONT MARCELL;31
ITA;ATH;TORTU;FILIPPO;27
ITA;EQU;SANDEI;PIETRO;34
ITA;EQU;BERTOLI;EVELINA;39
KAZ;SHO;YECHSHENKO;EDUARD;26
